"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"YBR015C",148.228455305195,-0.000959040124600528,0.211810910546648,0.995044430152152,0.999816106669034
"YBR016W",63.9952161282599,0.440266199231617,0.302088144823761,0.0915415192013048,0.181741770722004
"YBR017C",88.4514210108136,0.0593818349030012,0.264699288176173,0.802069984869773,0.880003910525135
"YBR018C",7.35265947714779,-1.17398288926131,0.67904932173381,0.0118114172093757,0.0345194457854401
"YBR019C",7.75645877172312,0.350195475579673,0.501018760419601,0.277365623574996,0.421709683566709
"YBR020W",0.609108091824456,0.119197599302389,0.609502393010542,0.255780027193734,0.397332079762648
"YBR021W",56.3922559553598,-0.272324358670676,0.255966202615839,0.236668369692804,0.37597037572835
"YBR022W",42.796778404369,0.552723302790298,0.266809112947986,0.021201722130055,0.0558324502382455
"YBR023C",123.909393179825,0.223899202675165,0.273048491818653,0.356308551691365,0.506632860764112
"YBR024W",186.497154299251,0.16650755636724,0.204470491059658,0.386460274568138,0.538461359423987
"YBR025C",564.136324609094,0.807946984807263,0.189914644998937,7.65779965269824e-06,5.71411783847145e-05
"YBR026C",131.448129400754,-0.0102618498878812,0.201441072365329,0.955384614358658,0.98165795206078
"YBR027C",6.75184750625748,0.161468835862345,0.458026666733119,0.594378261728396,0.726462319890262
"YBR028C",61.3027129646137,0.276358667640408,0.233375926884475,0.197835394232672,0.327455474851525
"YBR029C",82.3208561831294,-0.100452661833468,0.221399653633442,0.618571337720883,0.746240857040045
"YBR030W",30.828101574403,-0.364863062004213,0.313598889949528,0.172025061152629,0.294970783604249
"YBR031W",445.127501907602,0.825360337753509,0.225023106623674,8.37350492443775e-05,0.000483073129530581
"YBR032W",2.02783609195611,0.198131791938354,0.552753240071628,0.452443417812702,0.601173981947699
"YBR033W",79.1525864008228,0.885477945221347,0.227009668732565,3.01730814933428e-05,0.000197900893138955
"YBR034C",64.1346598614195,0.69509004846028,0.282553841160524,0.00578286795127231,0.0187990505591524
"YBR035C",229.793291342873,0.11946854443673,0.188911536753231,0.501583945934921,0.646163242364736
"YBR036C",199.752349646434,0.191286884297994,0.245821835436709,0.393502448130195,0.543825126507238
"YBR037C",53.2477671933443,0.197349517103674,0.256089494483477,0.393453796735889,0.543825126507238
"YBR038W",29.5953524217942,0.641155928644859,0.378374566223941,0.0369023252918606,0.0878640828235115
"YBR039W",899.082312735134,0.653420111123103,0.154698304484191,1.20306127474362e-05,8.59000158086402e-05
"YBR040W",5.34317129114796,0.975002554734954,0.834187452129346,0.0346925241624003,0.0838414386121729
"YBR041W",88.7018191384791,-0.134179875921693,0.199787168257713,0.474887883994753,0.621362187347937
"YBR042C",36.2765342983547,0.0247700757299997,0.265805724663988,0.918355625243517,0.95938746940308
"YBR043C",77.1507945735954,-1.22172883584194,0.257647929705804,3.49072826754975e-07,3.49776839178683e-06
"YBR044C",113.352869764431,0.261485913259353,0.200163114307329,0.166463545482299,0.287668306714628
"YBR045C",27.1999362511728,-0.447837323963532,0.321537255567972,0.102540932262486,0.198361141514907
"YBR046C",131.436990030248,-0.042717521150476,0.184015935608043,0.806092794549937,0.883117464370952
"YBR047W",143.018850484609,0.730786217874666,0.254568772968657,0.00167226270074764,0.00652488888865017
"YBR048W",120.895678403802,1.16886351958293,0.290012860507591,1.04680753106749e-05,7.55577058138547e-05
"YBR049C",167.758622483906,0.0684054951126071,0.196360460369785,0.713639209354831,0.817697222381132
"YBR050C",123.243162565264,0.169865984425541,0.299024493245773,0.513479572946904,0.656561248055826
"YBR052C",338.958658490544,1.11781695100621,0.214928428105545,4.39831286148471e-08,5.2236536414685e-07
"YBR053C",173.611455055966,-0.298963687730967,0.198777750519096,0.108540255659281,0.206746646722247
"YBR054W",2876.91324933695,-0.591828814663383,0.152759427712327,5.82196301002989e-05,0.000348499432387532
"YBR055C",83.8850744670386,-0.0165741161221056,0.222039692822704,0.935747149477628,0.970416508120651
"YBR056W",317.890757817341,-0.0667896031815269,0.186361311897649,0.704600406333291,0.812853642136045
"YBR056W-A",23.8078117947771,1.49548398342722,0.41616116862944,4.02510655998434e-05,0.000253943759900811
"YBR057C",70.2789987066573,-0.0812560174489328,0.27546898931609,0.739660133162651,0.834964300023184
"YBR058C",92.7418971886573,-0.322085076538106,0.213341173771339,0.104123567416152,0.200382410889316
"YBR058C-A",62.8306992525053,0.234605353064838,0.295401806770245,0.363621534527508,0.514210528665323
"YBR059C",299.378124897285,-1.01780782536842,0.173486586032272,1.17180536974844e-09,1.82887529173827e-08
"YBR060C",50.4348312814953,0.310712517891919,0.287284283401512,0.219235208005536,0.354702933549256
"YBR061C",27.2041096368293,0.195802036801267,0.322725469729226,0.472746197267827,0.619181201254565
"YBR062C",45.0904096537083,0.182186557124292,0.283544426637991,0.466960926212673,0.61430296603706
"YBR063C",60.7246921951627,-0.719113908228598,0.266765470984244,0.00290476090736689,0.0104768206471394
"YBR065C",69.1718099535154,-0.766955875343973,0.251847628601068,0.000899897299787368,0.00382681005801162
"YBR066C",19.1086148380714,0.251295360481673,0.402486983584524,0.411600422365931,0.561162066806696
"YBR067C",122.842618789987,1.25401370767812,0.210557926839485,4.91404292888826e-10,8.18366590559547e-09
"YBR068C",152.386040815622,2.02539652351539,0.230386688188109,1.33169360479084e-19,7.15275429888558e-18
"YBR069C",11.7646116422772,2.43665350730038,0.739976871857964,8.37802106565952e-05,0.000483073129530581
"YBR070C",29.6216173130974,0.0216215561444204,0.278441157222124,0.931170138567261,0.967166648417056
"YBR071W",46.7392793183095,1.14338196832222,0.358329938561548,0.000258922709834641,0.00128427387357249
"YBR072C-A",2.43217756536638,-0.643198156734014,1.06896374497973,0.0270676172156123,0.0686419114587327
"YBR072W",2157.97785683418,3.90257440381629,0.303174115312326,4.45794197029603e-39,8.85941667563498e-37
